인덱스,발화,장소,난이도
24535,오늘 조용한 방으로 가줘,bedroom,direct
24536,오늘 쉬면서 자고 싶어 진짜!,bedroom,indirect
24537,아 오늘은 쉬어야겠다 해야겠다,bedroom,ambiguous
24538,좀 운동하러 가자 진짜 싶네,exercise,direct
24539,혹시 스트레칭하고 싶다 약간 ㅠㅠ,exercise,indirect
24540,좀 에너지가 부족한 느낌이야 진짜 ㅠㅠ,exercise,ambiguous
24541,지금 부엌에 가고 싶어!,kitchen,direct
24542,갑자기 목이 좀 마른데 싶네,kitchen,indirect
24543,아 간단하게 해결할 게 없나 조금.,kitchen,ambiguous
24544,음 소파 있는 곳으로 가 조금 좀,living room,direct
24545,좀 TV 보고 싶다 약간.,living room,indirect
24546,아 가볍게 쉬고 싶다!,living room,ambiguous
24547,좀 잠잘 곳으로 안내해.,bedroom,direct
24548,좀 누워 있고 싶다 왠지 좀,bedroom,indirect
24549,음 잠잠한 곳이 좋네!,bedroom,ambiguous
24550,오늘 운동하러 가자 약간 싶네,exercise,direct
24551,지금 가볍게 뛰고 싶네 왠지.,exercise,indirect
24552,좀 뭔가 역동적인 걸 하고 싶다 진짜 좀,exercise,ambiguous
24553,혹시 부엌 쪽으로 이동하자 왠지!,kitchen,direct
24554,오늘 목이 좀 마른데 진짜.,kitchen,indirect
24555,혹시 오늘 뭔가 만들어볼까 왠지 ㅠㅠ,kitchen,ambiguous
24556,혹시 거실 쪽으로 가자 진짜!,living room,direct
24557,편한 분위기가 좋다.,living room,indirect
24558,지금 오늘은 늘어지고 싶다 약간 좀,living room,ambiguous
24559,갑자기 침실로 가줘 왠지 싶네,bedroom,direct
24560,음 침대 생각난다 왠지 해야겠다,bedroom,indirect
24561,지금 좀 숨고 싶다 진짜.,bedroom,ambiguous
24562,갑자기 운동하는 곳으로 가줘 싶네,exercise,direct
24563,음 운동해야 하는데 약간 ㅠㅠ,exercise,indirect
24564,갑자기 리프레시하고 싶네 ㅠㅠ,exercise,ambiguous
24565,갑자기 부엌 쪽으로 이동하자 조금 해야겠다,kitchen,direct
24566,갑자기 컵라면이라도 먹을까 왠지 해야겠다,kitchen,indirect
24567,좀 오늘 뭔가 만들어볼까 조금,kitchen,ambiguous
24568,좀 소파 앞으로 가 진짜 싶네,living room,direct
24569,오늘 좀 쉬고 싶네 왠지 좀,living room,indirect
24570,혹시 조용히 있고 싶네 왠지.,living room,ambiguous
24571,침대 있는 방으로 이동해 조금 싶네,bedroom,direct
24572,오늘 잠깐 낮잠 자고 싶다 진짜 ㅠㅠ,bedroom,indirect
24573,잠잠한 곳이 좋네 진짜,bedroom,ambiguous
24574,좀 운동방으로 안내해 왠지 같은데,exercise,direct
24575,오늘 활동적으로 움직이고 싶다 조금.,exercise,indirect
24576,몸이 무거운 느낌이다 진짜 ㅠㅠ,exercise,ambiguous
24577,음 싱크대 있는 데로 가 왠지 좀,kitchen,direct
24578,물 마시고 싶다 약간 좀,kitchen,indirect
24579,음 조금 움직여볼까 약간 같은데,kitchen,ambiguous
24580,TV 앞에 가고 싶어 싶네,living room,direct
24581,좀 오늘은 아무 생각 하기 싫다 왠지 해야겠다,living room,indirect
24582,아 잠깐 머리 식히고 싶네 진짜 싶네,living room,ambiguous
24583,혹시 잠잘 곳으로 안내해 왠지 같은데,bedroom,direct
24584,갑자기 너무 졸리다 약간 해야겠다,bedroom,indirect
24585,오늘 좀 숨고 싶다 약간 ㅠㅠ,bedroom,ambiguous
24586,운동하러 가자 싶네,exercise,direct
24587,좀 몸이 찌뿌둥하다 조금 같은데,exercise,indirect
24588,아 활력이 필요하다 조금 같은데,exercise,ambiguous
24589,오늘 주방 쪽으로 안내해 약간!,kitchen,direct
24590,아 간식 먹고 싶다 조금.,kitchen,indirect
24591,오늘 가볍게 뭐라도 하고 싶다 왠지 같은데,kitchen,ambiguous
24592,음 TV 앞에 가고 싶어 왠지.,living room,direct
24593,음 편하게 기대고 싶어 같은데,living room,indirect
24594,오늘 오늘은 늘어지고 싶다 약간!,living room,ambiguous
24595,아 침실 쪽으로 가자 진짜 같은데,bedroom,direct
24596,아 몸이 너무 피곤하다 약간 좀,bedroom,indirect
24597,잠잠한 곳이 좋네 약간,bedroom,ambiguous
24598,오늘 운동 장소로 이동하자,exercise,direct
24599,가볍게 뛰고 싶네 ㅠㅠ,exercise,indirect
24600,움직여야 할 것 같아 약간 싶네,exercise,ambiguous
24601,좀 주방으로 데려다줘.,kitchen,direct
24602,지금 물 마시고 싶다 조금,kitchen,indirect
24603,아 오늘 뭔가 만들어볼까 진짜!,kitchen,ambiguous
24604,아 쉬는 공간으로 이동하자 왠지.,living room,direct
24605,혹시 좀 쉬고 싶네 약간 ㅠㅠ,living room,indirect
24606,편한 데 가고 싶어 약간.,living room,ambiguous
24607,갑자기 자는 곳으로 가 왠지!,bedroom,direct
24608,음 이불 덮고 싶어 약간 같은데,bedroom,indirect
24609,음 잠잠한 곳이 좋네 왠지 ㅠㅠ,bedroom,ambiguous
24610,갑자기 운동 장소로 이동하자 약간.,exercise,direct
24611,좀 스트레칭하고 싶다 왠지,exercise,indirect
24612,아 에너지가 부족한 느낌이야 진짜 해야겠다,exercise,ambiguous
24613,음 냉장고 앞으로 가 조금 해야겠다,kitchen,direct
24614,혹시 간단하게 요기하고 싶어 진짜!,kitchen,indirect
24615,오늘 가볍게 뭐라도 하고 싶다!,kitchen,ambiguous
24616,좀 거실로 데려다줘 같은데,living room,direct
24617,지금 오늘은 아무 생각 하기 싫다 왠지 싶네,living room,indirect
24618,좀 느긋하게 있고 싶어 조금 좀,living room,ambiguous
24619,오늘 잠잘 곳으로 안내해 진짜 해야겠다,bedroom,direct
24620,지금 잠깐 낮잠 자고 싶다 약간 해야겠다,bedroom,indirect
24621,혼자 있고 싶네,bedroom,ambiguous
24622,좀 운동하는 곳으로 가줘 진짜.,exercise,direct
24623,운동해야 하는데 왠지 해야겠다,exercise,indirect
24624,오늘 움직여야 할 것 같아 왠지 같은데,exercise,ambiguous
24625,주방으로 가줘 해야겠다,kitchen,direct
24626,갑자기 뭔가 만들어 먹고 싶네 왠지 같은데,kitchen,indirect
24627,음 뭔가 찾고 싶네!,kitchen,ambiguous
24628,지금 거실로 데려다줘 조금,living room,direct
24629,음 좀 쉬고 싶네 약간!,living room,indirect
24630,혹시 오늘은 늘어지고 싶다 진짜 좀,living room,ambiguous
24631,음 잠잘 곳으로 안내해 해야겠다,bedroom,direct
24632,갑자기 이불 덮고 싶어.,bedroom,indirect
24633,음 가만히 있고 싶다 진짜 ㅠㅠ,bedroom,ambiguous
24634,음 몸 움직일 곳으로 가줘 진짜 같은데,exercise,direct
24635,지금 몸 좀 움직이고 싶다 조금 같은데,exercise,indirect
24636,좀 활력이 필요하다 진짜 ㅠㅠ,exercise,ambiguous
24637,좀 주방으로 가줘 조금.,kitchen,direct
24638,좀 뭐 먹을 거 없나 조금 좀,kitchen,indirect
24639,갑자기 간단하게 해결할 게 없나 왠지.,kitchen,ambiguous
24640,좀 거실 쪽으로 가자 진짜 같은데,living room,direct
24641,오늘 소파에 눕고 싶다 약간 좀,living room,indirect
24642,좀 가볍게 쉬고 싶다 진짜 해야겠다,living room,ambiguous
24643,갑자기 침대 앞으로 가 ㅠㅠ,bedroom,direct
24644,음 잠 좀 자고 싶네 약간 좀,bedroom,indirect
24645,혹시 잠잠한 곳이 좋네 약간,bedroom,ambiguous
24646,아 운동 공간으로 이동해!,exercise,direct
24647,아 스트레칭하고 싶다 좀,exercise,indirect
24648,갑자기 몸이 무거운 느낌이다 조금.,exercise,ambiguous
24649,좀 주방 쪽으로 안내해 진짜.,kitchen,direct
24650,아 커피 한잔 하고 싶다,kitchen,indirect
24651,간단하게 해결할 게 없나 왠지!,kitchen,ambiguous
24652,좀 거실로 안내해 약간 좀,living room,direct
24653,오늘 편하게 기대고 싶어 왠지 해야겠다,living room,indirect
24654,좀 기분 전환이 필요하다 왠지 같은데,living room,ambiguous
24655,아 침대 있는 방으로 이동해 진짜 ㅠㅠ,bedroom,direct
24656,갑자기 눈이 감긴다 진짜.,bedroom,indirect
24657,아 오늘은 쉬어야겠다 왠지 같은데,bedroom,ambiguous
24658,아 헬스하는 데로 가 조금 해야겠다,exercise,direct
24659,갑자기 체력이 떨어진 느낌이야 약간 좀,exercise,indirect
24660,오늘 답답해서 움직이고 싶다 약간 같은데,exercise,ambiguous
24661,음 냉장고 있는 곳으로 가 진짜 ㅠㅠ,kitchen,direct
24662,지금 목이 좀 마른데 싶네,kitchen,indirect
24663,오늘 손 가는 걸 해보고 싶다 진짜,kitchen,ambiguous
24664,혹시 거실로 가줘,living room,direct
24665,혹시 잠깐 멍 때리고 싶네 왠지 해야겠다,living room,indirect
24666,잠깐 머리 식히고 싶네 조금 해야겠다,living room,ambiguous
24667,갑자기 침대 앞으로 가 싶네,bedroom,direct
24668,음 누워 있고 싶다 약간!,bedroom,indirect
24669,혹시 오늘은 아무것도 하기 싫다 왠지 같은데,bedroom,ambiguous
24670,좀 스트레칭할 공간으로 가고 싶어 조금!,exercise,direct
24671,지금 운동해야 하는데 왠지!,exercise,indirect
24672,에너지가 부족한 느낌이야 약간,exercise,ambiguous
24673,혹시 부엌 쪽으로 이동하자 왠지 같은데,kitchen,direct
24674,음 뭐 먹을 거 없나 좀,kitchen,indirect
24675,아 오늘 뭔가 만들어볼까 약간!,kitchen,ambiguous
24676,갑자기 소파 있는 곳으로 가 왠지 같은데,living room,direct
24677,혹시 좀 쉬고 싶네,living room,indirect
24678,갑자기 느긋하게 있고 싶어 조금 ㅠㅠ,living room,ambiguous
24679,혹시 조용한 방으로 가줘 왠지 같은데,bedroom,direct
24680,아 몸이 너무 피곤하다 왠지!,bedroom,indirect
24681,오늘 방해받기 싫다 진짜 ㅠㅠ,bedroom,ambiguous
24682,혹시 몸 움직일 곳으로 가줘.,exercise,direct
24683,아 스트레칭하고 싶다 진짜.,exercise,indirect
24684,지금 활력이 필요하다 진짜!,exercise,ambiguous
24685,음 냉장고 앞으로 가 약간.,kitchen,direct
24686,지금 뭐 먹을 거 없나 약간 싶네,kitchen,indirect
24687,좀 오늘은 직접 해볼까 같은데,kitchen,ambiguous
24688,거실로 안내해 해야겠다,living room,direct
24689,혹시 편하게 기대고 싶어 왠지 같은데,living room,indirect
24690,아 잠깐 머리 식히고 싶네 약간,living room,ambiguous
24691,혹시 방으로 가고 싶어 왠지!,bedroom,direct
24692,혹시 침대 생각난다 같은데,bedroom,indirect
24693,아 좀 숨고 싶다 진짜,bedroom,ambiguous
24694,지금 운동할 수 있는 곳으로 가 약간 싶네,exercise,direct
24695,오늘 스트레칭하고 싶다 조금 해야겠다,exercise,indirect
24696,음 활력이 필요하다 진짜,exercise,ambiguous
24697,부엌에 가고 싶어 왠지.,kitchen,direct
24698,오늘 커피 한잔 하고 싶다 ㅠㅠ,kitchen,indirect
24699,오늘 오늘 뭔가 만들어볼까,kitchen,ambiguous
24700,지금 TV 있는 데로 이동해 ㅠㅠ,living room,direct
24701,혹시 드라마 보고 싶다 약간!,living room,indirect
24702,좀 오늘 너무 피곤하다 약간 해야겠다,living room,ambiguous
24703,음 방으로 가고 싶어 진짜 좀,bedroom,direct
24704,오늘 잠깐 낮잠 자고 싶다 조금 좀,bedroom,indirect
24705,오늘 방해받기 싫다 왠지.,bedroom,ambiguous
24706,좀 트레이닝 공간으로 가 약간 같은데,exercise,direct
24707,오늘 운동 안 한 지 오래됐다 조금,exercise,indirect
24708,음 몸이 무거운 느낌이다 해야겠다,exercise,ambiguous
24709,아 부엌으로 이동해 해야겠다,kitchen,direct
24710,좀 간식 먹고 싶다 진짜 같은데,kitchen,indirect
24711,오늘은 직접 해볼까 진짜 싶네,kitchen,ambiguous
24712,갑자기 소파 있는 곳으로 가 진짜 ㅠㅠ,living room,direct
24713,지금 오늘은 아무 생각 하기 싫다 진짜 같은데,living room,indirect
24714,혹시 아무것도 안 하고 싶다!,living room,ambiguous
24715,혹시 잠잘 곳으로 안내해 조금 싶네,bedroom,direct
24716,음 이불 덮고 싶어.,bedroom,indirect
24717,아 생각 정리 좀 하고 싶네 좀,bedroom,ambiguous
24718,혹시 운동 공간으로 이동해 조금 좀,exercise,direct
24719,음 운동 안 한 지 오래됐다 왠지 해야겠다,exercise,indirect
24720,좀 에너지가 부족한 느낌이야 약간 해야겠다,exercise,ambiguous
24721,좀 싱크대 있는 데로 가!,kitchen,direct
24722,갑자기 목이 좀 마른데 조금.,kitchen,indirect
24723,지금 가볍게 뭐라도 하고 싶다 약간!,kitchen,ambiguous
24724,혹시 편하게 앉을 곳으로 가줘!,living room,direct
24725,음 소파에 눕고 싶다 해야겠다,living room,indirect
24726,갑자기 한숨 돌리고 싶다 약간 좀,living room,ambiguous
24727,아 잠잘 곳으로 안내해 왠지 싶네,bedroom,direct
24728,지금 이불 덮고 싶어 약간!,bedroom,indirect
24729,아 생각 정리 좀 하고 싶네 진짜.,bedroom,ambiguous
24730,갑자기 운동방으로 안내해 왠지.,exercise,direct
24731,아 가볍게 뛰고 싶네 진짜 좀,exercise,indirect
24732,혹시 기분 전환이 필요해 같은데,exercise,ambiguous
24733,갑자기 요리하는 공간으로 가줘 좀,kitchen,direct
24734,지금 컵라면이라도 먹을까.,kitchen,indirect
24735,지금 오늘 뭔가 만들어볼까!,kitchen,ambiguous
24736,혹시 소파 앞으로 가 진짜 ㅠㅠ,living room,direct
24737,잠깐 멍 때리고 싶네 진짜,living room,indirect
24738,음 기분 전환이 필요하다 같은데,living room,ambiguous
24739,좀 내 방으로 이동해 약간.,bedroom,direct
24740,오늘 잠깐 낮잠 자고 싶다 조금 싶네,bedroom,indirect
24741,오늘 좀 숨고 싶다 싶네,bedroom,ambiguous
24742,운동 장소로 이동하자 진짜 해야겠다,exercise,direct
24743,혹시 몸이 찌뿌둥하다 왠지.,exercise,indirect
24744,몸이 무거운 느낌이다 진짜!,exercise,ambiguous
24745,지금 주방 쪽으로 안내해 조금 ㅠㅠ,kitchen,direct
24746,배가 좀 고프네 조금 좀,kitchen,indirect
24747,갑자기 뭔가 찾고 싶네 ㅠㅠ,kitchen,ambiguous
24748,갑자기 거실로 데려다줘 진짜 같은데,living room,direct
24749,지금 좀 쉬고 싶네 조금 해야겠다,living room,indirect
24750,혹시 조용히 있고 싶네 약간!,living room,ambiguous
24751,지금 침대 있는 방으로 이동해 진짜,bedroom,direct
24752,몸이 너무 피곤하다 왠지 ㅠㅠ,bedroom,indirect
24753,혹시 가만히 있고 싶다 진짜,bedroom,ambiguous
24754,좀 운동방으로 안내해 약간 좀,exercise,direct
24755,음 몸이 찌뿌둥하다 약간,exercise,indirect
24756,지금 몸이 무거운 느낌이다!,exercise,ambiguous
24757,오늘 부엌으로 이동해 조금 좀,kitchen,direct
24758,아 간단하게 요기하고 싶어 진짜,kitchen,indirect
24759,오늘 오늘은 직접 해볼까 조금 싶네,kitchen,ambiguous
24760,갑자기 TV 앞에 가고 싶어 약간 같은데,living room,direct
24761,혹시 좀 쉬고 싶네 진짜.,living room,indirect
24762,좀 조용히 있고 싶네 진짜,living room,ambiguous
24763,오늘 잠잘 곳으로 안내해 조금,bedroom,direct
24764,갑자기 쉬면서 자고 싶어 왠지 같은데,bedroom,indirect
24765,잠잠한 곳이 좋네 약간 같은데,bedroom,ambiguous
24766,좀 몸 움직일 곳으로 가줘 진짜 ㅠㅠ,exercise,direct
24767,아 몸 좀 움직이고 싶다 진짜.,exercise,indirect
24768,오늘 조금 활동하고 싶네 조금.,exercise,ambiguous
24769,갑자기 요리하는 공간으로 가줘 왠지 해야겠다,kitchen,direct
24770,아 뭐 먹을 거 없나 약간 ㅠㅠ,kitchen,indirect
24771,오늘 뭔가 만들어볼까 진짜.,kitchen,ambiguous
24772,오늘 소파 앞으로 가 좀,living room,direct
24773,음 휴식이 필요해 싶네,living room,indirect
24774,음 오늘은 늘어지고 싶다 왠지 ㅠㅠ,living room,ambiguous
24775,오늘 방으로 가고 싶어 진짜,bedroom,direct
24776,음 잠 좀 자고 싶네 진짜,bedroom,indirect
24777,갑자기 오늘은 쉬어야겠다 약간 싶네,bedroom,ambiguous
24778,아 스트레칭할 공간으로 가고 싶어 같은데,exercise,direct
24779,아 너무 오래 앉아 있었네 왠지,exercise,indirect
24780,리프레시하고 싶네 왠지 같은데,exercise,ambiguous
24781,음 싱크대 있는 데로 가 좀,kitchen,direct
24782,음 커피 한잔 하고 싶다 좀,kitchen,indirect
24783,지금 괜히 돌아다니고 싶다 조금!,kitchen,ambiguous
24784,오늘 소파 앞으로 가 조금 ㅠㅠ,living room,direct
24785,아 휴식이 필요해 해야겠다,living room,indirect
24786,지금 오늘은 늘어지고 싶다 왠지 같은데,living room,ambiguous
24787,지금 침대 앞으로 가 진짜 싶네,bedroom,direct
24788,혹시 몸이 너무 피곤하다 약간 같은데,bedroom,indirect
24789,오늘 가만히 있고 싶다,bedroom,ambiguous
24790,갑자기 몸 움직일 곳으로 가줘 조금 같은데,exercise,direct
24791,좀 가볍게 뛰고 싶네 진짜 같은데,exercise,indirect
24792,좀 뭔가 역동적인 걸 하고 싶다 싶네,exercise,ambiguous
24793,주방으로 가줘 진짜!,kitchen,direct
24794,음 뭔가 만들어 먹고 싶네 ㅠㅠ,kitchen,indirect
